"","Base.Word","Level","Part.of.Speech","plurals.f.lemma"
"998","camel","B1","noun","camels"
"999","camp","B1","noun","camps"
"1000","campsite","B1","noun","campsites"
"1001","canal","B1","noun","canals"
"1002","cancer","B1","noun","cancers"
"1003","candle","B1","noun","candles"
"1004","captain","B1","noun","captains"
"1005","card","B1","noun","cards"
"1007","career","B1","noun","careers"
"1009","cash","B1","noun","cashes"
"1010","cave","B1","noun","caves"
"1012","celebration","B1","noun","celebrations"
"1013","celebrity","B1","noun","celebrities"
"1014","ceremony","B1","noun","ceremonies"
"1015","certificate","B1","noun","certificates"
"1016","chain","B1","noun","chains"
"1017","challenge","B1","noun","challenges"
"1018","champion","B1","noun","champions"
"1019","championship","B1","noun","championships"
"1020","chance","B1","noun","chances"
"1021","change","B1","noun","changes"
"1022","chapter","B1","noun","chapters"
"1023","character","B1","noun","characters"
"1025","charity","B1","noun","charities"
"1026","check","B1","noun","checks"
"1027","checkout","B1","noun","checkouts"
"1028","cheek","B1","noun","cheeks"
"1029","chemist","B1","noun","chemists"
"1030","childhood","B1","noun","childhoods"
"1033","choice","B1","noun","choices"
"1034","cinema","B1","noun","cinemas"
"1036","cliff","B1","noun","cliffs"
"1037","climate","B1","noun","climates"
"1038","clinic","B1","noun","clinics"
"1039","club","B1","noun","clubs"
"1040","coach","B1","noun","coaches"
"1041","coast","B1","noun","coasts"
"1042","coconut","B1","noun","coconuts"
"1044","coin","B1","noun","coins"
"1045","collar","B1","noun","collars"
"1046","collection","B1","noun","collections"
"1047","comedy","B1","noun","comedies"
"1049","comment","B1","noun","comments"
"1050","commercial","B1","noun","commercials"
"1051","communication","B1","noun","communications"
"1052","competitor","B1","noun","competitors"
"1053","complaint","B1","noun","complaints"
"1054","composition","B1","noun","compositions"
"1055","conclusion","B1","noun","conclusions"
"1056","condition","B1","noun","conditions"
"1057","conference","B1","noun","conferences"
"1058","connection","B1","noun","connections"
"1059","consonant","B1","noun","consonants"
"1060","contact","B1","noun","contacts"
"1061","contents","B1","noun","contents"
"1062","contest","B1","noun","contests"
"1063","continent","B1","noun","continents"
"1064","contract","B1","noun","contracts"
"1065","copy","B1","noun","copies"
"1066","corn","B1","noun","corns"
"1067","correction","B1","noun","corrections"
"1068","cottage","B1","noun","cottages"
"1069","cotton","B1","noun","cottons"
"1070","cough","B1","noun","coughs"
"1072","couple","B1","noun","couples"
"1073","course","B1","noun","courses"
"1074","court","B1","noun","courts"
"1075","cover","B1","noun","covers"
"1077","cream","B1","noun","creams"
"1078","creature","B1","noun","creatures"
"1079","credit","B1","noun","credits"
"1080","crew","B1","noun","crews"
"1081","crime","B1","noun","crimes"
"1082","criminal","B1","noun","criminals"
"1083","crop","B1","noun","crops"
"1085","crossing","B1","noun","crossings"
"1086","cruise","B1","noun","cruises"
"1088","cucumber","B1","noun","cucumbers"
"1089","culture","B1","noun","cultures"
"1090","cup","B1","noun","cups"
"1091","cupboard","B1","noun","cupboards"
"1092","currency","B1","noun","currencies"
"1093","curriculum","B1","noun","curriculums"
"1094","cushion","B1","noun","cushions"
"1095","custom","B1","noun","customs"
"1097","cut","B1","noun","cuts"
"1099","cyclist","B1","noun","cyclists"
"1100","damage","B1","noun","damages"
"1102","danger","B1","noun","dangers"
"1103","date","B1","noun","dates"
"1104","death","B1","noun","deaths"
"1105","decision","B1","noun","decisions"
"1106","decrease","B1","noun","decreases"
"1107","defeat","B1","noun","defeats"
"1108","defense","B1","noun","defenses"
"1109","degree","B1","noun","degrees"
"1110","delivery","B1","noun","deliveries"
"1111","demand","B1","noun","demands"
"1112","departure","B1","noun","departures"
"1113","deposit","B1","noun","deposits"
"1114","depth","B1","noun","depths"
"1115","description","B1","noun","descriptions"
"1116","design","B1","noun","designs"
"1117","designer","B1","noun","designers"
"1118","destination","B1","noun","destinations"
"1119","detail","B1","noun","details"
"1120","detective","B1","noun","detectives"
"1121","development","B1","noun","developments"
"1122","diagram","B1","noun","diagrams"
"1123","diet","B1","noun","diets"
"1124","difference","B1","noun","differences"
"1125","difficulty","B1","noun","difficulties"
"1126","direction","B1","noun","directions"
"1127","director","B1","noun","directors"
"1129","disadvantage","B1","noun","disadvantages"
"1130","disappointment","B1","noun","disappointments"
"1131","discussion","B1","noun","discussions"
"1132","disease","B1","noun","diseases"
"1133","dishwasher","B1","noun","dishwashers"
"1134","disk","B1","noun","disks"
"1135","display","B1","noun","displays"
"1136","distance","B1","noun","distances"
"1137","district","B1","noun","districts"
"1138","diver","B1","noun","divers"
"1142","document","B1","noun","documents"
"1143","documentary","B1","noun","documentaries"
"1144","dolphin","B1","noun","dolphins"
"1145","donkey","B1","noun","donkeys"
"1147","doubt","B1","noun","doubts"
"1148","download","B1","noun","downloads"
"1149","dozen","B1","noun","dozens"
"1150","drama","B1","noun","dramas"
"1151","dream","B1","noun","dreams"
"1152","drive","B1","noun","drives"
"1153","drop","B1","noun","drops"
"1154","drugstore","B1","noun","drugstores"
"1155","dust","B1","noun","dusts"
"1156","duty","B1","noun","duties"
"1157","earache","B1","noun","earaches"
"1158","earth","B1","noun","earths"
"1159","economics","B1","noun","economics"
"1160","edge","B1","noun","edges"
"1161","education","B1","noun","educations"
"1162","effect","B1","noun","effects"
"1163","effort","B1","noun","efforts"
"1164","elbow","B1","noun","elbows"
"1165","election","B1","noun","elections"
"1166","embassy","B1","noun","embassies"
"1167","emergency","B1","noun","emergencies"
"1168","employee","B1","noun","employees"
"1169","employer","B1","noun","employers"
"1170","employment","B1","noun","employments"
"1171","ending","B1","noun","endings"
"1172","enemy","B1","noun","enemies"
"1173","energy","B1","noun","energies"
"1175","entertainment","B1","noun","entertainments"
"1176","entrance","B1","noun","entrances"
"1177","entry","B1","noun","entries"
"1178","equipment","B1","noun","equipments"
"1179","essay","B1","noun","essays"
"1180","event","B1","noun","events"
"1181","exchange","B1","noun","exchanges"
"1182","excitement","B1","noun","excitements"
"1183","excuse","B1","noun","excuses"
"1184","exhibition","B1","noun","exhibitions"
"1185","expedition","B1","noun","expeditions"
"1187","experiment","B1","noun","experiments"
"1188","expert","B1","noun","experts"
"1189","explanation","B1","noun","explanations"
"1190","extra","B1","noun","extras"
"1191","facility","B1","noun","facilities"
"1192","fair","B1","noun","fairs"
"1193","fall","B1","noun","falls"
"1194","family","B1","noun","families"
"1195","fan","B1","noun","fans"
"1198","fashion","B1","noun","fashions"
"1199","faucet","B1","noun","faucets"
"1200","favor","B1","noun","favors"
"1202","fear","B1","noun","fears"
"1203","fee","B1","noun","fees"
"1204","feeling","B1","noun","feelings"
"1205","ferry","B1","noun","ferries"
"1206","festival","B1","noun","festivals"
"1207","fever","B1","noun","fevers"
"1208","fiction","B1","noun","fictions"
"1209","field","B1","noun","fields"
"1211","fight","B1","noun","fights"
"1212","figure","B1","noun","figures"
"1213","film","B1","noun","films"
"1216","fine","B1","noun","fines"
"1217","finish","B1","noun","finishes"
"1218","fire","B1","noun","fires"
"1219","firefighter","B1","noun","firefighters"
"1220","firework","B1","noun","fireworks"
"1221","fitness","B1","noun","fitness"
"1222","flag","B1","noun","flags"
"1223","flavor","B1","noun","flavors"
"1224","flood","B1","noun","floods"
"1225","floor","B1","noun","floors"
"1226","flour","B1","noun","flours"
"1227","flu","B1","noun","flues"
"1228","flute","B1","noun","flutes"
"1230","folder","B1","noun","folders"
"1231","folk","B1","noun","folks"
"1232","fool","B1","noun","fools"
"1234","forecast","B1","noun","forecasts"
"1235","forehead","B1","noun","foreheads"
"1236","foreigner","B1","noun","foreigners"
"1237","form","B1","noun","forms"
"1238","fountain","B1","noun","fountains"
"1239","frame","B1","noun","frames"
"1240","freezer","B1","noun","freezers"
"1241","fridge","B1","noun","fridges"
"1242","friendship","B1","noun","friendships"
"1243","frog","B1","noun","frogs"
"1244","fuel","B1","noun","fuels"
"1245","fur","B1","noun","furs"
"1246","future","B1","noun","futures"
"1247","gallery","B1","noun","galleries"
"1249","garbage","B1","noun","garbages"
"1251","gate","B1","noun","gates"
"1252","generation","B1","noun","generations"
"1253","ghost","B1","noun","ghosts"
"1254","giraffe","B1","noun","giraffes"
"1255","goal","B1","noun","goals"
"1256","goalkeeper","B1","noun","goalkeepers"
"1257","goat","B1","noun","goats"
"1258","government","B1","noun","governments"
"1260","graduation","B1","noun","graduations"
"1261","graphics","B1","noun","graphics"
"1262","greeting","B1","noun","greetings"
"1264","groceries","B1","noun","groceries"
"1265","groom","B1","noun","grooms"
"1266","guard","B1","noun","guards"
"1268","guide","B1","noun","guides"
"1269","guitarist","B1","noun","guitarists"
"1270","gun","B1","noun","guns"
"1271","gymnastics","B1","noun","gymnastics"
"1272","habit","B1","noun","habits"
"1273","haircut","B1","noun","haircuts"
"1274","hairdresser","B1","noun","hairdressers"
"1275","hairstylist","B1","noun","hairstylists"
"1276","handkerchief","B1","noun","handkerchiefs"
"1278","happiness","B1","noun","happiness"
"1279","harbor","B1","noun","harbors"
"1281","head","B1","noun","heads"
"1282","headline","B1","noun","headlines"
"1283","heart","B1","noun","hearts"
"1284","heat","B1","noun","heats"
"1285","heater","B1","noun","heaters"
"1286","heel","B1","noun","heels"
"1287","height","B1","noun","heights"
"1288","herb","B1","noun","herbs"
"1289","hero","B1","noun","heroes"
"1290","hit","B1","noun","hits"
"1291","hole","B1","noun","holes"
"1292","honeymoon","B1","noun","honeymoons"
"1293","hope","B1","noun","hopes"
"1294","hostel","B1","noun","hostels"
"1296","hug","B1","noun","hugs"
"1297","human","B1","noun","humans"
"1298","hunger","B1","noun","hungers"
"1299","hurry","B1","noun","hurries"
"1300","hut","B1","noun","huts"
"1301","idea","B1","noun","ideas"
"1303","imagination","B1","noun","imaginations"
"1304","immigration","B1","noun","immigrations"
"1306","improvement","B1","noun","improvements"
"1307","inch","B1","noun","inches"
"1308","industry","B1","noun","industries"
"1309","infinitive","B1","noun","infinitives"
"1310","ingredient","B1","noun","ingredients"
"1311","initial","B1","noun","initials"
"1312","ink","B1","noun","inks"
"1313","inquiry","B1","noun","inquiries"
"1314","instructor","B1","noun","instructors"
"1315","interest","B1","noun","interests"
"1316","intermission","B1","noun","intermissions"
"1317","interview","B1","noun","interviews"
"1318","invention","B1","noun","inventions"
"1319","iron","B1","noun","irons"
"1320","ironing","B1","noun","ironings"
"1321","issue","B1","noun","issues"
"1322","item","B1","noun","items"
"1323","jail","B1","noun","jails"
"1324","jar","B1","noun","jars"
"1325","jet","B1","noun","jets"
"1327","joke","B1","noun","jokes"
"1328","journalist","B1","noun","journalists"
"1329","judge","B1","noun","judges"
"1330","jump","B1","noun","jumps"
"1331","jungle","B1","noun","jungles"
"1332","kangaroo","B1","noun","kangaroos"
"1333","keeper","B1","noun","keepers"
"1334","kettle","B1","noun","kettles"
"1335","key","B1","noun","keys"
"1336","killer","B1","noun","killers"
"1337","killing","B1","noun","killings"
"1339","kitten","B1","noun","kittens"
"1340","knee","B1","noun","knees"
"1341","knowledge","B1","noun","knowledges"
"1342","lab","B1","noun","labs"
"1343","label","B1","noun","labels"
"1344","laboratory","B1","noun","laboratories"
"1345","ladder","B1","noun","ladders"
"1346","lady","B1","noun","ladies"
"1347","lamb","B1","noun","lambs"
"1348","land","B1","noun","lands"
"1349","landscape","B1","noun","landscapes"
"1350","language","B1","noun","languages"
"1351","laugh","B1","noun","laughs"
"1352","law","B1","noun","laws"
"1353","lawyer","B1","noun","lawyers"
"1354","leader","B1","noun","leaders"
"1356","league","B1","noun","leagues"
"1357","lecture","B1","noun","lectures"
"1359","length","B1","noun","lengths"
"1360","lettuce","B1","noun","lettuces"
"1361","lie","B1","noun","lies"
"1362","life","B1","noun","lifes"
"1363","light","B1","noun","lights"
"1364","lighter","B1","noun","lighters"
"1365","lightning","B1","noun","lightnings"
"1367","line","B1","noun","lines"
"1368","link","B1","noun","links"
"1369","lip","B1","noun","lips"
"1370","liquid","B1","noun","liquids"
"1371","literature","B1","noun","literatures"
"1372","loan","B1","noun","loans"
"1373","location","B1","noun","locations"
"1374","lock","B1","noun","locks"
"1375","logo","B1","noun","logos"
"1376","look","B1","noun","looks"
"1377","lottery","B1","noun","lotteries"
"1378","love","B1","noun","loves"
"1379","lover","B1","noun","lovers"
"1380","luxury","B1","noun","luxuries"
"1383","mall","B1","noun","malls"
"1384","marriage","B1","noun","marriages"
"1385","material","B1","noun","materials"
"1386","maximum","B1","noun","maximums"
"1387","meaning","B1","noun","meanings"
"1388","medicine","B1","noun","medicines"
"1389","membership","B1","noun","memberships"
"1390","memory","B1","noun","memories"
"1392","metal","B1","noun","metals"
"1393","method","B1","noun","methods"
"1394","mile","B1","noun","miles"
"1395","millimeter","B1","noun","millimeters"
"1396","mind","B1","noun","minds"
"1397","minimum","B1","noun","minimums"
"1398","mix","B1","noun","mixes"
"1399","model","B1","noun","models"
"1400","moment","B1","noun","moments"
"1401","monster","B1","noun","monsters"
"1402","monument","B1","noun","monuments"
"1403","mood","B1","noun","moods"
"1405","murder","B1","noun","murders"
"1406","murderer","B1","noun","murderers"
"1407","musician","B1","noun","musicians"
"1408","mustache","B1","noun","mustaches"
"1409","mystery","B1","noun","mysteries"
"1410","neighborhood","B1","noun","neighborhoods"
"1411","nephew","B1","noun","nephews"
"1412","net","B1","noun","nets"
"1413","nickname","B1","noun","nicknames"
"1414","niece","B1","noun","nieces"
"1415","nightclub","B1","noun","nightclubs"
"1417","nightmare","B1","noun","nightmares"
"1421","novel","B1","noun","novels"
"1422","number","B1","noun","numbers"
"1423","object","B1","noun","objects"
"1424","occasion","B1","noun","occasions"
"1425","offense","B1","noun","offenses"
"1426","offer","B1","noun","offers"
"1427","officer","B1","noun","officers"
"1428","oil","B1","noun","oils"
"1429","olive","B1","noun","olives"
"1430","operation","B1","noun","operations"
"1431","opinion","B1","noun","opinions"
